trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_CANDLES_00001,synthetic_candles,BTCUSD,30m,BUY,support_resistance,new_york,bullish,low,62.78,986.61,3.52,63,1,0,0,0,dark_cloud_cover,bearish,75,neutral,candlestick,2026-01-01 09:15:00,2026-01-01 10:00:00,63530.62,62934.68,64579.46,65628.31,62964.48,loss,-0.95,"Synthetic ML row: support_resistance | dark_cloud_cover | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00016,synthetic_candles,USDJPY,15m,BUY,liquidity_sweep,new_york,bearish,low,1.75,7.22,3.78,75,0,1,0,1,harami_bearish,bearish,58,usd_bearish,candlestick,2026-01-01 13:23:00,2026-01-01 14:23:00,156.191,156.136,156.294,156.398,156.253,win,1.14,"Synthetic ML row: liquidity_sweep | harami_bearish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00017,synthetic_candles,EURUSD,15m,SELL,fvg_retest,london,high_volatility,medium,1.14,5.09,3.54,47,0,0,1,1,morning_star,bullish,38,usd_bearish,candlestick,2026-01-01 13:39:00,2026-01-01 15:09:00,1.07835,1.07896,1.07727,1.07619,1.07896,loss,-1.0,"Synthetic ML row: fvg_retest | morning_star | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00018,synthetic_candles,EURUSD,1h,BUY,range_rejection,london,bearish,low,0.51,13.76,2.01,51,1,0,0,0,harami_bullish,bullish,47,usd_bearish,candlestick,2026-01-01 13:37:00,2026-01-01 15:07:00,1.08313,1.08163,1.08464,1.08615,1.08465,win,1.01,"Synthetic ML row: range_rejection | harami_bullish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00019,synthetic_candles,GBPUSD,1h,BUY,fvg_retest,london,sideways,low,1.73,20.84,3.11,60,1,1,1,1,dark_cloud_cover,bearish,60,neutral,candlestick,2026-01-01 13:45:00,2026-01-01 14:30:00,1.269,1.26752,1.27129,1.27358,1.27046,win,0.99,"Synthetic ML row: fvg_retest | dark_cloud_cover | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00020,synthetic_candles,BTCUSD,1h,SELL,range_rejection,london,sideways,medium,42.59,501.39,1.96,80,0,1,0,1,shooting_star,bearish,45,neutral,candlestick,2026-01-01 14:11:00,2026-01-01 15:11:00,65299.73,65861.23,64749.46,64199.18,65586.1,loss,-0.51,"Synthetic ML row: range_rejection | shooting_star | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00021,synthetic_candles,BTCUSD,30m,BUY,support_resistance,london,bearish,medium,55.56,1125.0,2.15,84,1,0,1,1,hammer,bullish,73,neutral,candlestick,2026-01-01 14:24:00,2026-01-01 15:54:00,65411.0,64380.09,66519.23,67627.46,66606.86,win,1.16,"Synthetic ML row: support_resistance | hammer | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00022,synthetic_candles,USDJPY,1h,SELL,trend_follow,london,bullish,low,0.74,7.02,3.61,80,1,1,0,0,harami_bullish,bullish,57,usd_bullish,candlestick,2026-01-01 14:33:00,2026-01-01 16:03:00,157.307,157.354,157.222,157.138,157.162,win,3.1,"Synthetic ML row: trend_follow | harami_bullish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00023,synthetic_candles,USDJPY,15m,SELL,reversal,london,sideways,low,1.27,21.6,2.53,62,0,1,1,0,tweezer_top,bearish,46,neutral,candlestick,2026-01-01 15:05:00,2026-01-01 18:05:00,156.42,156.66,156.116,155.812,156.706,loss,-1.19,"Synthetic ML row: reversal | tweezer_top | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00024,synthetic_candles,GBPUSD,1h,SELL,fvg_retest,new_york,bearish,medium,1.84,9.32,1.72,79,0,0,1,0,three_white_soldiers,bullish,58,usd_bullish,candlestick,2026-01-01 15:24:00,2026-01-01 18:24:00,1.29779,1.2988,1.29693,1.29607,1.29902,loss,-1.22,"Synthetic ML row: fvg_retest | three_white_soldiers | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00025,synthetic_candles,XAUUSD,15m,SELL,reversal,london,bearish,medium,3.05,29.6,2.76,89,1,0,0,1,harami_bearish,bearish,74,neutral,candlestick,2026-01-01 15:20:00,2026-01-01 16:05:00,2320.33,2323.62,2315.8,2311.27,2316.82,win,1.07,"Synthetic ML row: reversal | harami_bearish | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00026,synthetic_candles,BTCUSD,30m,SELL,reversal,new_york,bearish,low,41.81,158.61,1.09,45,0,1,0,0,bearish_engulfing,bearish,93,usd_bearish,candlestick,2026-01-01 15:41:00,2026-01-01 19:41:00,65768.05,65893.48,65699.69,65631.33,65384.23,win,3.06,"Synthetic ML row: reversal | bearish_engulfing | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00027,synthetic_candles,XAUUSD,5m,BUY,reversal,london,bearish,low,2.25,28.82,2.22,92,1,1,0,1,doji,neutral,57,usd_bullish,candlestick,2026-01-01 16:06:00,2026-01-01 17:36:00,2411.51,2409.41,2413.83,2416.16,2413.58,win,0.99,"Synthetic ML row: reversal | doji | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00028,synthetic_candles,XAUUSD,30m,BUY,liquidity_sweep,london,bearish,low,1.55,29.45,2.67,70,1,1,0,0,harami_bullish,bullish,52,usd_bullish,candlestick,2026-01-01 16:15:00,2026-01-01 17:00:00,2331.87,2329.89,2334.51,2337.15,2331.99,breakeven,0.06,"Synthetic ML row: liquidity_sweep | harami_bullish | london | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00029,synthetic_candles,EURUSD,5m,SELL,liquidity_sweep,new_york,low_volatility,low,0.66,8.02,3.94,95,1,1,1,1,bearish_engulfing,bearish,70,neutral,candlestick,2026-01-01 16:38:00,2026-01-01 17:23:00,1.06877,1.06928,1.06777,1.06677,1.06751,win,2.48,"Synthetic ML row: liquidity_sweep | bearish_engulfing | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00030,synthetic_candles,USDJPY,1h,SELL,support_resistance,london,bearish,low,1.36,13.27,3.28,77,0,0,0,1,pin_bar_bearish,bearish,95,usd_bearish,candlestick,2026-01-01 16:37:00,2026-01-01 18:37:00,158.271,158.421,158.026,157.781,158.416,loss,-0.97,"Synthetic ML row: support_resistance | pin_bar_bearish | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00031,synthetic_candles,BTCUSD,15m,SELL,order_block_retest,new_york,bearish,low,16.53,1026.95,1.22,47,1,0,0,1,outside_bar,neutral,77,usd_bullish,candlestick,2026-01-01 17:01:00,2026-01-01 18:31:00,63241.43,64038.94,62754.95,62268.48,62021.25,win,1.53,"Synthetic ML row: order_block_retest | outside_bar | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00032,synthetic_candles,XAUUSD,15m,BUY,support_resistance,new_york,high_volatility,high,3.88,9.57,2.77,78,1,1,1,1,hanging_man,bearish,32,usd_bullish,candlestick,2026-01-01 17:30:00,2026-01-01 18:00:00,2293.77,2292.61,2295.38,2297.0,2293.24,loss,-0.46,"Synthetic ML row: support_resistance | hanging_man | new_york | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00033,synthetic_candles,USDJPY,15m,BUY,reversal,new_york,sideways,low,1.58,12.83,1.13,95,1,1,1,1,marubozu_bullish,bullish,78,usd_bullish,candlestick,2026-01-01 17:26:00,2026-01-01 19:26:00,156.669,156.49,156.771,156.872,157.026,win,1.99,"Synthetic ML row: reversal | marubozu_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00034,synthetic_candles,GBPUSD,1h,SELL,trend_follow,overlap,bullish,low,1.3,19.35,3.95,83,1,0,1,0,dark_cloud_cover,bearish,95,usd_bullish,candlestick,2026-01-01 17:37:00,2026-01-01 18:37:00,1.30221,1.30341,1.29985,1.29749,1.3009,win,1.1,"Synthetic ML row: trend_follow | dark_cloud_cover | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00035,synthetic_candles,GBPUSD,5m,BUY,fvg_retest,asia,bullish,low,1.3,22.6,3.15,91,0,1,1,0,marubozu_bearish,bearish,56,usd_bearish,candlestick,2026-01-01 17:54:00,2026-01-01 18:09:00,1.29266,1.29026,1.29643,1.30021,1.29148,loss,-0.49,"Synthetic ML row: fvg_retest | marubozu_bearish | asia | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00036,synthetic_candles,XAUUSD,30m,BUY,breakout,london,bearish,medium,2.46,23.25,1.85,89,1,1,0,0,pin_bar_bullish,bullish,26,usd_bullish,candlestick,2026-01-01 18:24:00,2026-01-01 18:54:00,2310.81,2308.88,2312.6,2314.39,2313.89,win,1.59,"Synthetic ML row: breakout | pin_bar_bullish | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00037,synthetic_candles,USDJPY,15m,BUY,range_rejection,london,sideways,low,1.27,9.17,2.07,81,1,0,1,1,pin_bar_bearish,bearish,35,usd_bullish,candlestick,2026-01-01 18:25:00,2026-01-01 18:55:00,152.569,152.483,152.657,152.745,152.676,win,1.26,"Synthetic ML row: range_rejection | pin_bar_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00038,synthetic_candles,GBPUSD,15m,SELL,order_block_retest,london,bullish,medium,0.92,7.76,3.42,57,1,1,0,1,evening_star,bearish,69,neutral,candlestick,2026-01-01 18:53:00,2026-01-01 19:08:00,1.25534,1.25619,1.25389,1.25243,1.25286,win,2.92,"Synthetic ML row: order_block_retest | evening_star | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00039,synthetic_candles,EURUSD,5m,SELL,support_resistance,london,bearish,medium,0.84,11.28,3.14,54,0,0,0,0,bullish_engulfing,bullish,67,neutral,candlestick,2026-01-01 18:46:00,2026-01-01 20:16:00,1.06552,1.06682,1.06347,1.06142,1.06619,loss,-0.52,"Synthetic ML row: support_resistance | bullish_engulfing | london | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00040,synthetic_candles,GBPUSD,1h,BUY,order_block_retest,new_york,bearish,low,1.67,10.93,2.02,90,1,0,1,1,harami_bullish,bullish,71,usd_bullish,candlestick,2026-01-01 19:05:00,2026-01-01 20:05:00,1.27505,1.27399,1.27612,1.27718,1.27717,win,2.01,"Synthetic ML row: order_block_retest | harami_bullish | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00041,synthetic_candles,XAUUSD,15m,BUY,reversal,overlap,bearish,low,4.44,15.45,1.0,61,1,0,0,1,bullish_engulfing,bullish,69,usd_bearish,candlestick,2026-01-01 19:25:00,2026-01-01 22:25:00,2372.13,2370.8,2372.79,2373.46,2373.66,win,1.15,"Synthetic ML row: reversal | bullish_engulfing | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00042,synthetic_candles,USDJPY,1h,BUY,fvg_retest,london,low_volatility,low,1.56,9.24,1.24,89,0,1,1,1,three_black_crows,bearish,94,neutral,candlestick,2026-01-01 19:54:00,2026-01-01 20:39:00,157.664,157.567,157.724,157.785,157.552,loss,-1.15,"Synthetic ML row: fvg_retest | three_black_crows | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00043,synthetic_candles,EURUSD,5m,SELL,fvg_retest,new_york,bullish,high,1.03,10.76,3.79,85,1,1,1,0,morning_star,bullish,28,neutral,candlestick,2026-01-01 20:04:00,2026-01-01 21:34:00,1.09187,1.09305,1.08965,1.08743,1.08824,win,3.1,"Synthetic ML row: fvg_retest | morning_star | new_york | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00044,synthetic_candles,BTCUSD,15m,BUY,support_resistance,new_york,sideways,low,38.35,647.54,1.32,59,1,0,1,0,morning_star,bullish,89,usd_bullish,candlestick,2026-01-01 20:07:00,2026-01-01 21:07:00,66005.33,65582.54,66284.37,66563.4,66550.72,win,1.29,"Synthetic ML row: support_resistance | morning_star | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00045,synthetic_candles,USDJPY,30m,SELL,liquidity_sweep,overlap,bearish,high,1.4,14.58,2.85,90,1,1,0,1,inverted_hammer,bullish,73,usd_bullish,candlestick,2026-01-01 20:31:00,2026-01-01 23:31:00,160.734,160.827,160.603,160.472,160.725,breakeven,0.1,"Synthetic ML row: liquidity_sweep | inverted_hammer | overlap | high news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00046,synthetic_candles,USDJPY,15m,BUY,order_block_retest,london,bearish,low,1.32,8.28,3.46,73,1,1,0,1,three_black_crows,bearish,46,usd_bullish,candlestick,2026-01-01 20:58:00,2026-01-01 21:43:00,155.198,155.127,155.321,155.444,155.413,win,3.02,"Synthetic ML row: order_block_retest | three_black_crows | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00047,synthetic_candles,XAUUSD,1h,BUY,support_resistance,new_york,bullish,medium,3.7,10.46,3.06,85,0,1,1,0,hammer,bullish,57,usd_bearish,candlestick,2026-01-01 20:57:00,2026-01-01 23:57:00,2285.69,2284.58,2287.39,2289.09,2288.01,win,2.09,"Synthetic ML row: support_resistance | hammer | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00048,synthetic_candles,GBPUSD,15m,BUY,range_rejection,overlap,sideways,low,2.05,23.33,0.81,93,1,1,0,0,inside_bar,neutral,64,usd_bearish,candlestick,2026-01-01 21:00:00,2026-01-02 01:00:00,1.25495,1.25245,1.25596,1.25697,1.25872,win,1.51,"Synthetic ML row: range_rejection | inside_bar | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00049,synthetic_candles,USDJPY,1h,SELL,order_block_retest,london,bullish,medium,0.65,19.66,2.93,83,0,0,1,1,inverted_hammer,bullish,51,usd_bearish,candlestick,2026-01-01 21:34:00,2026-01-01 22:19:00,160.57,160.806,160.225,159.879,160.327,win,1.03,"Synthetic ML row: order_block_retest | inverted_hammer | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00050,synthetic_candles,GBPUSD,5m,BUY,breakout,new_york,high_volatility,low,1.19,14.03,1.47,58,0,0,0,1,three_white_soldiers,bullish,95,neutral,candlestick,2026-01-01 21:32:00,2026-01-02 01:32:00,1.29214,1.29062,1.29326,1.29438,1.29596,win,2.51,"Synthetic ML row: breakout | three_white_soldiers | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00051,synthetic_candles,GBPUSD,30m,SELL,reversal,london,sideways,medium,1.61,19.05,3.93,45,1,1,0,0,inverted_hammer,bullish,88,usd_bullish,candlestick,2026-01-01 21:58:00,2026-01-02 00:58:00,1.24023,1.24191,1.23694,1.23364,1.23517,win,3.02,"Synthetic ML row: reversal | inverted_hammer | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00052,synthetic_candles,EURUSD,15m,BUY,order_block_retest,new_york,bullish,low,0.94,14.42,2.77,46,0,0,1,1,tweezer_top,bearish,95,usd_bullish,candlestick,2026-01-01 22:15:00,2026-01-01 22:30:00,1.09448,1.09306,1.09645,1.09842,1.09803,win,2.5,"Synthetic ML row: order_block_retest | tweezer_top | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00053,synthetic_candles,USDJPY,1h,SELL,order_block_retest,new_york,sideways,low,1.06,20.66,3.35,49,1,0,1,1,marubozu_bearish,bearish,65,usd_bullish,candlestick,2026-01-01 22:27:00,2026-01-01 23:12:00,157.092,157.359,156.645,156.198,157.303,loss,-0.79,"Synthetic ML row: order_block_retest | marubozu_bearish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00054,synthetic_candles,GBPUSD,5m,SELL,fvg_retest,london,high_volatility,low,1.88,20.22,3.72,73,0,0,1,0,three_black_crows,bearish,63,neutral,candlestick,2026-01-01 22:40:00,2026-01-02 02:40:00,1.29278,1.29484,1.28895,1.28512,1.28881,win,1.93,"Synthetic ML row: fvg_retest | three_black_crows | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00055,synthetic_candles,GBPUSD,5m,BUY,reversal,overlap,sideways,high,2.1,18.68,2.7,50,1,1,0,0,doji,neutral,29,usd_bearish,candlestick,2026-01-01 23:09:00,2026-01-02 00:39:00,1.28562,1.28419,1.28756,1.28949,1.28412,loss,-1.05,"Synthetic ML row: reversal | doji | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00056,synthetic_candles,EURUSD,30m,BUY,breakout,london,bearish,low,0.63,12.05,2.56,62,0,0,1,0,pin_bar_bearish,bearish,44,usd_bullish,candlestick,2026-01-01 23:09:00,2026-01-02 01:09:00,1.08764,1.08687,1.08863,1.08962,1.087,loss,-0.83,"Synthetic ML row: breakout | pin_bar_bearish | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00057,synthetic_candles,XAUUSD,5m,SELL,reversal,asia,bearish,low,3.51,22.4,3.92,93,1,0,1,1,harami_bearish,bearish,82,usd_bearish,candlestick,2026-01-01 23:36:00,2026-01-02 03:36:00,2345.85,2348.89,2339.88,2333.92,2344.36,win,0.49,"Synthetic ML row: reversal | harami_bearish | asia | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00058,synthetic_candles,EURUSD,30m,SELL,fvg_retest,london,sideways,medium,1.1,7.22,3.26,83,0,0,1,0,three_black_crows,bearish,87,neutral,candlestick,2026-01-01 23:33:00,2026-01-02 01:33:00,1.08866,1.08913,1.08788,1.08711,1.08721,win,3.04,"Synthetic ML row: fvg_retest | three_black_crows | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00059,synthetic_candles,GBPUSD,1h,SELL,reversal,new_york,bullish,low,2.17,16.64,1.9,89,0,0,1,0,tweezer_bottom,bullish,74,usd_bullish,candlestick,2026-01-02 00:04:00,2026-01-02 04:04:00,1.26164,1.26277,1.26057,1.2595,1.26304,loss,-1.24,"Synthetic ML row: reversal | tweezer_bottom | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00060,synthetic_candles,USDJPY,30m,BUY,range_rejection,overlap,bullish,low,1.41,18.08,3.39,93,1,0,0,0,outside_bar,neutral,88,usd_bullish,candlestick,2026-01-02 00:18:00,2026-01-02 04:18:00,153.348,153.141,153.699,154.05,153.592,win,1.18,"Synthetic ML row: range_rejection | outside_bar | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00061,synthetic_candles,GBPUSD,30m,SELL,fvg_retest,overlap,sideways,high,1.98,8.06,3.68,48,1,0,1,1,hammer,bullish,26,usd_bullish,candlestick,2026-01-02 00:37:00,2026-01-02 03:37:00,1.28458,1.28552,1.28284,1.28111,1.28508,loss,-0.53,"Synthetic ML row: fvg_retest | hammer | overlap | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00062,synthetic_candles,USDJPY,1h,SELL,trend_follow,new_york,bearish,medium,1.82,8.01,0.84,86,1,0,0,0,marubozu_bullish,bullish,74,usd_bullish,candlestick,2026-01-02 00:34:00,2026-01-02 01:04:00,152.8,152.9,152.758,152.716,152.552,win,2.49,"Synthetic ML row: trend_follow | marubozu_bullish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00063,synthetic_candles,USDJPY,15m,SELL,range_rejection,london,high_volatility,low,0.93,14.03,2.11,79,0,1,1,1,piercing_line,bullish,53,neutral,candlestick,2026-01-02 01:15:00,2026-01-02 01:45:00,152.846,153.012,152.67,152.495,152.927,loss,-0.49,"Synthetic ML row: range_rejection | piercing_line | london | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_CANDLES_00064,synthetic_candles,GBPUSD,5m,SELL,breakout,new_york,bullish,medium,1.87,14.97,2.44,75,1,0,0,0,harami_bullish,bullish,94,neutral,candlestick,2026-01-02 01:05:00,2026-01-02 01:20:00,1.28992,1.29154,1.28795,1.28598,1.28514,win,2.96,"Synthetic ML row: breakout | harami_bullish | new_york | medium news | win. Use for testing pipeline, not as real edge."
