trade_id,source_type,symbol,timeframe,action,setup_type,session,market_regime,news_risk,spread_pips,atr_pips,rr_ratio,rule_confidence,tf_alignment,liquidity_sweep,fvg_present,order_block_present,candlestick_pattern,candlestick_bias,candlestick_strength,dxy_bias,source_knowledge,entry_time,exit_time,entry_price,stop_loss,take_profit_1,take_profit_2,exit_price,result,pnl_r,notes
SYNTHETIC_SMC_ICT_00001,synthetic_smc_ict,USDJPY,30m,BUY,order_block_retest,london,high_volatility,medium,1.79,18.83,2.2,85,1,0,1,1,doji,neutral,85,usd_bearish,smc_ict,2026-01-01 09:22:00,2026-01-01 09:37:00,157.151,156.988,157.33,157.509,157.22,win,0.42,"Synthetic ML row: order_block_retest | doji | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00026,synthetic_smc_ict,GBPUSD,5m,BUY,liquidity_sweep,asia,sideways,medium,1.89,10.3,2.74,64,1,1,0,1,bullish_engulfing,bullish,94,usd_bearish,smc_ict,2026-01-01 15:36:00,2026-01-01 16:06:00,1.25697,1.25581,1.25855,1.26014,1.2583,win,1.15,"Synthetic ML row: liquidity_sweep | bullish_engulfing | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00027,synthetic_smc_ict,USDJPY,30m,SELL,range_rejection,london,bearish,low,1.93,18.2,3.09,73,1,0,1,1,inside_bar,neutral,93,usd_bullish,smc_ict,2026-01-01 16:05:00,2026-01-01 17:35:00,154.63,154.857,154.279,153.928,154.287,win,1.51,"Synthetic ML row: range_rejection | inside_bar | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00028,synthetic_smc_ict,XAUUSD,15m,BUY,order_block_retest,london,sideways,high,1.68,21.32,2.12,92,1,1,1,1,dark_cloud_cover,bearish,85,usd_bearish,smc_ict,2026-01-01 16:19:00,2026-01-01 19:19:00,2402.37,2400.63,2404.21,2406.05,2402.44,breakeven,0.04,"Synthetic ML row: order_block_retest | dark_cloud_cover | london | high news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00029,synthetic_smc_ict,EURUSD,1h,SELL,liquidity_sweep,london,bearish,medium,0.71,14.73,1.33,73,1,1,0,1,shooting_star,bearish,79,usd_bullish,smc_ict,2026-01-01 16:42:00,2026-01-01 19:42:00,1.07845,1.07968,1.07763,1.07681,1.07669,win,1.43,"Synthetic ML row: liquidity_sweep | shooting_star | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00030,synthetic_smc_ict,USDJPY,30m,SELL,order_block_retest,new_york,bearish,medium,1.12,15.67,2.31,58,1,1,1,1,inside_bar,neutral,91,usd_bearish,smc_ict,2026-01-01 16:52:00,2026-01-01 20:52:00,151.606,151.752,151.437,151.268,151.727,loss,-0.83,"Synthetic ML row: order_block_retest | inside_bar | new_york | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00031,synthetic_smc_ict,EURUSD,5m,SELL,liquidity_sweep,overlap,sideways,low,0.7,9.56,2.59,59,0,1,0,0,marubozu_bullish,bullish,83,usd_bearish,smc_ict,2026-01-01 16:54:00,2026-01-01 18:54:00,1.09311,1.09399,1.09196,1.09082,1.09415,loss,-1.19,"Synthetic ML row: liquidity_sweep | marubozu_bullish | overlap | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00032,synthetic_smc_ict,GBPUSD,5m,BUY,fvg_retest,new_york,bullish,low,1.27,16.79,3.53,83,0,0,1,1,marubozu_bearish,bearish,38,usd_bearish,smc_ict,2026-01-01 17:00:00,2026-01-01 18:00:00,1.31242,1.31129,1.31441,1.3164,1.31103,loss,-1.23,"Synthetic ML row: fvg_retest | marubozu_bearish | new_york | low news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00033,synthetic_smc_ict,BTCUSD,15m,BUY,order_block_retest,asia,bearish,high,63.68,402.81,2.06,94,1,0,0,1,tweezer_top,bearish,81,usd_bearish,smc_ict,2026-01-01 17:41:00,2026-01-01 18:41:00,66775.9,66229.54,67338.66,67901.42,66524.58,loss,-0.46,"Synthetic ML row: order_block_retest | tweezer_top | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00034,synthetic_smc_ict,GBPUSD,1h,BUY,range_rejection,new_york,sideways,low,1.22,14.21,2.77,57,0,1,1,1,hanging_man,bearish,69,usd_bearish,smc_ict,2026-01-01 17:41:00,2026-01-01 18:41:00,1.23718,1.23597,1.23885,1.24052,1.23771,win,0.44,"Synthetic ML row: range_rejection | hanging_man | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00035,synthetic_smc_ict,XAUUSD,30m,SELL,range_rejection,new_york,bullish,low,3.22,8.82,3.1,75,1,1,0,0,dark_cloud_cover,bearish,30,neutral,smc_ict,2026-01-01 17:48:00,2026-01-01 18:03:00,2331.6,2332.57,2330.11,2328.61,2328.7,win,3.01,"Synthetic ML row: range_rejection | dark_cloud_cover | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00036,synthetic_smc_ict,EURUSD,15m,BUY,liquidity_sweep,asia,bullish,medium,1.35,14.59,1.86,88,1,1,0,1,outside_bar,neutral,37,usd_bearish,smc_ict,2026-01-01 18:30:00,2026-01-01 21:30:00,1.07956,1.0779,1.0811,1.08263,1.0779,loss,-1.0,"Synthetic ML row: liquidity_sweep | outside_bar | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00037,synthetic_smc_ict,XAUUSD,15m,BUY,order_block_retest,overlap,sideways,low,2.02,28.16,3.48,45,0,0,0,1,three_black_crows,bearish,30,usd_bearish,smc_ict,2026-01-01 18:44:00,2026-01-01 22:44:00,2291.93,2288.17,2298.47,2305.01,2301.02,win,2.42,"Synthetic ML row: order_block_retest | three_black_crows | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00038,synthetic_smc_ict,EURUSD,15m,BUY,liquidity_sweep,london,bullish,medium,0.9,13.85,3.82,57,1,1,1,1,doji,neutral,72,neutral,smc_ict,2026-01-01 18:39:00,2026-01-01 19:24:00,1.07061,1.06915,1.07339,1.07618,1.07131,win,0.48,"Synthetic ML row: liquidity_sweep | doji | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00039,synthetic_smc_ict,USDJPY,15m,BUY,range_rejection,london,low_volatility,low,1.23,16.1,3.46,47,1,1,0,1,pin_bar_bearish,bearish,36,neutral,smc_ict,2026-01-01 19:06:00,2026-01-01 20:36:00,153.458,153.271,153.781,154.104,153.688,win,1.23,"Synthetic ML row: range_rejection | pin_bar_bearish | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00040,synthetic_smc_ict,BTCUSD,5m,SELL,liquidity_sweep,new_york,bullish,low,51.9,540.9,2.01,82,1,1,0,0,shooting_star,bearish,91,usd_bullish,smc_ict,2026-01-01 19:00:00,2026-01-01 19:45:00,64693.49,65162.87,64221.77,63750.04,64097.38,win,1.27,"Synthetic ML row: liquidity_sweep | shooting_star | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00041,synthetic_smc_ict,XAUUSD,30m,BUY,range_rejection,london,bullish,low,2.23,27.53,2.72,75,1,1,1,0,inverted_hammer,bullish,83,neutral,smc_ict,2026-01-01 19:28:00,2026-01-01 20:58:00,2414.01,2411.48,2417.46,2420.91,2418.88,win,1.92,"Synthetic ML row: range_rejection | inverted_hammer | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00042,synthetic_smc_ict,XAUUSD,15m,BUY,order_block_retest,overlap,low_volatility,high,3.88,11.82,1.91,70,1,0,0,1,morning_star,bullish,67,usd_bullish,smc_ict,2026-01-01 19:39:00,2026-01-01 21:09:00,2290.83,2289.67,2291.94,2293.06,2292.09,win,1.08,"Synthetic ML row: order_block_retest | morning_star | overlap | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00043,synthetic_smc_ict,EURUSD,5m,SELL,liquidity_sweep,new_york,bearish,low,1.41,16.87,2.94,74,0,1,0,1,tweezer_bottom,bullish,45,neutral,smc_ict,2026-01-01 19:55:00,2026-01-01 21:25:00,1.10582,1.10782,1.10288,1.09994,1.10386,win,0.98,"Synthetic ML row: liquidity_sweep | tweezer_bottom | new_york | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00044,synthetic_smc_ict,USDJPY,5m,SELL,order_block_retest,london,low_volatility,medium,1.75,15.77,3.21,49,1,0,0,1,inverted_hammer,bullish,47,neutral,smc_ict,2026-01-01 20:13:00,2026-01-01 20:43:00,154.697,154.874,154.412,154.128,154.619,win,0.44,"Synthetic ML row: order_block_retest | inverted_hammer | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00045,synthetic_smc_ict,USDJPY,30m,BUY,range_rejection,london,bearish,medium,1.08,17.72,2.9,70,1,0,0,1,evening_star,bearish,45,usd_bullish,smc_ict,2026-01-01 20:45:00,2026-01-01 23:45:00,155.473,155.359,155.639,155.804,155.53,win,0.5,"Synthetic ML row: range_rejection | evening_star | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00046,synthetic_smc_ict,USDJPY,5m,SELL,range_rejection,new_york,bearish,medium,1.19,18.15,3.59,50,1,1,0,0,harami_bearish,bearish,67,usd_bullish,smc_ict,2026-01-01 20:36:00,2026-01-02 00:36:00,155.59,155.766,155.273,154.957,155.145,win,2.52,"Synthetic ML row: range_rejection | harami_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00047,synthetic_smc_ict,XAUUSD,1h,BUY,fvg_retest,london,sideways,low,2.3,15.92,2.13,73,1,1,1,0,three_white_soldiers,bullish,68,usd_bearish,smc_ict,2026-01-01 20:52:00,2026-01-01 21:37:00,2291.35,2290.27,2292.5,2293.64,2293.56,win,2.05,"Synthetic ML row: fvg_retest | three_white_soldiers | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00048,synthetic_smc_ict,EURUSD,1h,SELL,range_rejection,overlap,bearish,low,1.56,6.31,2.44,91,0,0,1,1,bearish_engulfing,bearish,34,usd_bullish,smc_ict,2026-01-01 21:00:00,2026-01-01 21:45:00,1.11432,1.11483,1.1137,1.11308,1.11372,win,1.18,"Synthetic ML row: range_rejection | bearish_engulfing | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00049,synthetic_smc_ict,XAUUSD,5m,SELL,liquidity_sweep,new_york,low_volatility,medium,3.57,13.01,2.41,47,0,1,1,0,piercing_line,bullish,85,neutral,smc_ict,2026-01-01 21:40:00,2026-01-02 00:40:00,2372.17,2373.24,2370.88,2369.59,2372.23,breakeven,-0.06,"Synthetic ML row: liquidity_sweep | piercing_line | new_york | medium news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00050,synthetic_smc_ict,USDJPY,5m,SELL,fvg_retest,london,bearish,low,1.49,11.26,2.04,80,1,1,1,1,none,neutral,0,usd_bullish,smc_ict,2026-01-01 21:44:00,2026-01-02 01:44:00,153.488,153.619,153.355,153.222,153.098,win,2.99,"Synthetic ML row: fvg_retest | none | london | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00051,synthetic_smc_ict,USDJPY,1h,SELL,fvg_retest,asia,low_volatility,high,1.65,13.22,2.3,54,1,0,1,0,hammer,bullish,51,neutral,smc_ict,2026-01-01 21:54:00,2026-01-02 01:54:00,160.789,160.908,160.652,160.516,160.845,loss,-0.47,"Synthetic ML row: fvg_retest | hammer | asia | high news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00052,synthetic_smc_ict,BTCUSD,1h,BUY,order_block_retest,new_york,bullish,medium,61.94,571.17,2.11,93,0,0,1,1,shooting_star,bearish,62,usd_bullish,smc_ict,2026-01-01 22:20:00,2026-01-01 22:50:00,65640.51,64983.97,66333.17,67025.83,66461.2,win,1.25,"Synthetic ML row: order_block_retest | shooting_star | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00053,synthetic_smc_ict,GBPUSD,15m,SELL,order_block_retest,overlap,bearish,low,1.4,9.93,3.7,69,0,0,0,1,evening_star,bearish,76,neutral,smc_ict,2026-01-01 22:34:00,2026-01-01 23:04:00,1.28262,1.28379,1.28044,1.27826,1.28033,win,1.94,"Synthetic ML row: order_block_retest | evening_star | overlap | low news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00054,synthetic_smc_ict,XAUUSD,15m,SELL,liquidity_sweep,asia,sideways,medium,3.03,13.21,3.72,74,1,1,1,0,none,neutral,0,usd_bearish,smc_ict,2026-01-01 22:59:00,2026-01-01 23:59:00,2325.0,2326.11,2322.95,2320.9,2326.28,loss,-1.16,"Synthetic ML row: liquidity_sweep | none | asia | medium news | loss. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00055,synthetic_smc_ict,XAUUSD,1h,BUY,order_block_retest,london,bearish,medium,4.12,32.54,1.58,91,1,1,1,1,three_black_crows,bearish,89,usd_bullish,smc_ict,2026-01-01 22:47:00,2026-01-02 01:47:00,2414.52,2410.27,2417.88,2421.24,2421.19,win,1.57,"Synthetic ML row: order_block_retest | three_black_crows | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00056,synthetic_smc_ict,BTCUSD,5m,BUY,liquidity_sweep,london,bullish,medium,41.14,280.26,1.27,61,1,1,0,1,piercing_line,bullish,76,neutral,smc_ict,2026-01-01 23:21:00,2026-01-02 01:21:00,63603.61,63380.95,63744.99,63886.38,63819.58,win,0.97,"Synthetic ML row: liquidity_sweep | piercing_line | london | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00057,synthetic_smc_ict,USDJPY,30m,BUY,order_block_retest,asia,bullish,medium,1.58,15.09,2.7,93,0,0,1,1,pin_bar_bearish,bearish,68,usd_bullish,smc_ict,2026-01-01 23:24:00,2026-01-02 00:09:00,156.834,156.707,157.006,157.178,156.992,win,1.24,"Synthetic ML row: order_block_retest | pin_bar_bearish | asia | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00058,synthetic_smc_ict,USDJPY,15m,SELL,range_rejection,new_york,bullish,medium,0.96,17.54,3.19,78,0,0,0,1,pin_bar_bearish,bearish,54,usd_bearish,smc_ict,2026-01-01 23:48:00,2026-01-02 01:48:00,156.419,156.577,156.166,155.914,156.224,win,1.23,"Synthetic ML row: range_rejection | pin_bar_bearish | new_york | medium news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00059,synthetic_smc_ict,USDJPY,1h,BUY,fvg_retest,asia,bullish,high,1.62,7.91,1.43,76,0,0,1,1,pin_bar_bullish,bullish,64,usd_bearish,smc_ict,2026-01-02 00:01:00,2026-01-02 01:01:00,158.462,158.392,158.513,158.563,158.678,win,3.06,"Synthetic ML row: fvg_retest | pin_bar_bullish | asia | high news | win. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00060,synthetic_smc_ict,XAUUSD,5m,SELL,liquidity_sweep,overlap,bullish,low,3.57,25.57,1.58,89,0,1,0,1,three_black_crows,bearish,91,neutral,smc_ict,2026-01-02 00:17:00,2026-01-02 01:47:00,2292.38,2294.3,2290.86,2289.34,2292.34,breakeven,0.02,"Synthetic ML row: liquidity_sweep | three_black_crows | overlap | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00061,synthetic_smc_ict,XAUUSD,30m,BUY,range_rejection,asia,sideways,low,2.93,19.93,2.32,51,1,0,1,0,shooting_star,bearish,93,neutral,smc_ict,2026-01-02 00:43:00,2026-01-02 01:13:00,2381.02,2379.12,2383.22,2385.43,2381.0,breakeven,-0.01,"Synthetic ML row: range_rejection | shooting_star | asia | low news | breakeven. Use for testing pipeline, not as real edge."
SYNTHETIC_SMC_ICT_00062,synthetic_smc_ict,EURUSD,5m,SELL,fvg_retest,london,bullish,low,1.63,8.24,1.68,80,1,1,1,0,tweezer_top,bearish,86,neutral,smc_ict,2026-01-02 00:45:00,2026-01-02 01:00:00,1.07323,1.07437,1.07228,1.07132,1.06972,win,3.09,"Synthetic ML row: fvg_retest | tweezer_top | london | low news | win. Use for testing pipeline, not as real edge."
